fold,r2,rmse,mae,mape
1,0.8749682153896352,27.971590358266745,16.342558018186757,160.7255123344977
2,0.8193447716864752,34.95451518278728,18.82747342015135,429.59540690477917
3,0.8958649238969699,25.940934261191323,16.249845699972585,245.18949892093804
4,0.8370072439315106,33.074703660222994,17.060715949226257,208.3559433061192
5,0.940365584962329,18.55047729040622,12.786935000801106,71.61029164607162
