fold,r2,rmse,mae,mape
1,0.6821443051182593,44.59867362124487,27.254171250680923,296.1641181484857
2,0.6241617761680689,50.41717285082001,30.20928849533893,663.7806282089804
3,0.6641360557305354,46.58743348309926,28.4572927416708,486.35887886805233
4,0.6548666748009038,48.128824866021986,28.839759149126134,376.0026319849348
5,0.7157919245565896,40.49718287894315,24.82822916005042,145.12158531687615
