fold,r2,rmse,mae,mape
1,0.8926349031478064,25.92020932723042,14.570573711099962,201.63558042626124
2,0.8060149966505754,36.221138235413754,18.748591042672242,600.5842373101146
3,0.9221532946778421,22.42886062224313,14.724679574154033,234.24580221480426
4,0.8424953568938917,32.513108289525256,15.656482694449878,186.53980962755784
5,0.9441440833977787,17.953172258847278,12.577261327158155,69.6611936317615
