fold,r2,rmse,mae,mape
1,0.9272117856951552,21.34211604193765,7.3280382558766295,6.500748335898549
2,0.9140995541913767,24.10325660260749,8.448920423672673,168.74553100385575
3,0.9847826713192369,9.916451777240079,4.563356135886604,4.292641228650505
4,0.8716435701282053,29.350846055947148,8.935466310785987,6.660613309792744
5,0.9754868502210832,11.893403846355884,5.668119492217646,4.805408504513547
