fold,r2,rmse,mae,mape
1,0.9366836768532121,19.905119438456087,7.995288577339211,63.2747169597094
2,0.9089449154319681,24.815904915406357,9.598126529412921,110.4289325836945
3,0.9736762320250308,13.042508271405,6.810048276347005,50.56073507565583
4,0.8800223939501254,28.376701127305534,9.489476102284085,31.932229266841507
5,0.969419962202174,13.283900542335976,6.595104255325654,5.969887628936686
