fold,r2,rmse,mae,mape
1,0.7667989569357823,40.37186604067316,25.093395667972107,769.7725742382121
2,0.7603465621490447,39.50177840704233,25.02634676053982,301.30937950830025
3,0.8117083439850472,35.296639868785455,22.607123505684935,227.5559042833409
4,0.8047827142862866,35.721865358661304,22.593267790216593,198.38700545388267
5,0.7783618751190242,36.10210883842926,23.557067198615236,582.0717098951081
