fold,r2,rmse,mae,mape
1,0.8605408367858163,31.220302501578715,17.800297715848057,306.4267852801282
2,0.9116360382814139,23.98625277717021,14.423099305372237,177.52834274256935
3,0.9066453837822641,24.85339517608208,14.559247118650307,179.62706409925286
4,0.8827761637911478,27.681075448827947,13.36055373290159,204.97403244661277
5,0.9125641223432621,22.675411357589564,13.954573358437662,256.65517137469124
