fold,r2,rmse,mae,mape
1,0.9049633908095841,25.772648198568053,7.304884460435289,8.051967513480031
2,0.970614859151147,13.832118633598597,5.66881487493878,47.78699699002543
3,0.9606778613237077,16.130075179745447,5.686881761963585,6.127088945462906
4,0.9308275713734422,21.263830715625282,6.209271210539837,117.31358601331921
5,0.9611623582559996,15.112515635071457,5.900148612487389,7.592838885663164
