fold,r2,rmse,mae,mape
1,0.915778191022417,24.261958854031167,7.473664481655972,6.428424867434987
2,0.9753049286518799,12.680312578877249,5.30082245843636,46.33978776990588
3,0.9560801852214306,17.047004519391034,6.478693680505494,6.1559704261152355
4,0.9300726216205144,21.379552835054607,6.397572488299871,117.29578682147095
5,0.9566673970532494,15.963118084039579,6.417808006941262,74.17455086578319
