fold,r2,rmse,mae,mape
1,0.9022779498284479,26.134239340083493,9.320019619617046,48.51662709398865
2,0.9691471985646618,14.17333717292846,6.4361786263252,57.68668006402559
3,0.9379451371979688,20.26309293161399,8.016938925001424,62.05307941374774
4,0.9259358130215531,22.00285942533058,7.241972837638826,134.7125173153824
5,0.950987979623747,16.977027034429426,7.499962690040656,85.22958272884331
