fold,r2,rmse,mae,mape
1,0.8928606966659675,25.892939312375454,14.207533188510041,140.61958084167549
2,0.8628875957829107,30.452039780353857,16.495675127164223,369.83564304546064
3,0.9190688298022385,22.8688856928829,14.029702304177366,208.4527344137744
4,0.8558071248355108,31.108832378839296,14.997800908654423,161.42675867909622
5,0.9569434877340661,15.762533774239072,10.906080368009663,28.31227414269807
