fold,r2,rmse,mae,mape
1,0.9365057415277462,19.93306909550115,6.9785628262384884,6.566846611108014
2,0.9141024466370842,24.10285079593598,8.304854574853065,9.202788169004755
3,0.9866708218989604,9.280871918807394,4.28484592075534,6.111400908940437
4,0.877571180371601,28.665111883470257,9.248539274558949,7.589615579991708
5,0.9569012555780414,15.770262252412564,6.84824868536184,5.940194350043109
